order_id,order_date,ship_date,ship_mode,customer_id
CA-2017-150350,21.06.2017,22.06.2017,Standard Class,SC-CON-W-5068
CA-2017-150350,21.06.2017,22.06.2017,Standard Class,SC-CON-W-5069
CA-2017-150350,23.06.2017,23.06.2017,Standard Class,SC-CON-W-5070
CA-2017-150350,23.06.2017,23.06.2017,Standard Class,SC-CON-W-5071
CA-2017-150483,23.06.2017,27.06.2017,Standard Class,PA-CON-C-5072
CA-2017-150483,23.06.2017,27.06.2017,Standard Class,PA-CON-C-5073
CA-2017-150483,23.06.2017,27.06.2017,Standard Class,PA-CON-C-5074
CA-2017-150483,23.06.2017,27.06.2017,Standard Class,PA-CON-C-5075
CA-2017-150658,23.06.2017,04.07.2017,Standard Class,SC-CON-W-5076
CA-2017-150889,23.06.2017,25.06.2017,Second Class,BÜ-CON-C-5077
CA-2017-150945,23.06.2017,24.06.2017,Second Class,KR-HOM-E-5078
CA-2017-151092,23.06.2017,29.06.2017,Standard Class,GO-CON-W-5079
CA-2017-151141,23.06.2017,01.07.2017,First Class,WI-HOM-C-5080
CA-2017-151148,24.06.2017,24.06.2017,Same Day,OV-HOM-W-5081
CA-2017-151148,24.06.2017,24.06.2017,Same Day,OV-HOM-W-5082
CA-2017-151155,24.06.2017,25.06.2017,Standard Class,BA-HOM-S-5083
CA-2017-151155,24.06.2017,25.06.2017,Standard Class,BA-HOM-S-5084
CA-2017-151169,24.06.2017,05.07.2017,Standard Class,YE-COR-E-5085
CA-2017-151323,24.06.2017,03.07.2017,Standard Class,BA-HOM-W-5086
CA-2017-151372,25.06.2017,04.07.2017,First Class,HO-CON-W-5087
CA-2017-151372,25.06.2017,04.07.2017,First Class,HO-CON-W-5088
CA-2017-151372,25.06.2017,04.07.2017,First Class,HO-CON-W-5089
CA-2017-151498,25.06.2017,02.07.2017,First Class,NO-CON-W-5090
CA-2017-151512,25.06.2017,03.07.2017,Standard Class,HU-COR-W-5091
CA-2017-151561,25.06.2017,06.07.2017,Standard Class,GA-CON-E-5092
CA-2017-151561,26.06.2017,06.07.2017,Standard Class,GA-CON-E-5093
CA-2017-151561,26.06.2017,06.07.2017,Standard Class,GA-CON-E-5094
CA-2017-151561,26.06.2017,06.07.2017,Standard Class,GA-CON-E-5095
CA-2017-151974,26.06.2017,27.06.2017,Standard Class,DI-HOM-E-5096
CA-2017-152072,26.06.2017,30.06.2017,Standard Class,PE-HOM-E-5097
CA-2017-152072,26.06.2017,30.06.2017,Standard Class,PE-HOM-E-5098
CA-2017-152072,26.06.2017,30.06.2017,Standard Class,PE-HOM-E-5099
CA-2017-152121,26.06.2017,29.06.2017,Second Class,CA-CON-W-5100
CA-2017-152156,26.06.2017,28.06.2017,Second Class,GU-CON-S-5101
CA-2017-152156,26.06.2017,28.06.2017,Second Class,GU-CON-S-5102
CA-2017-152163,26.06.2017,26.06.2017,Same Day,FE-CON-S-5103
CA-2017-152163,26.06.2017,26.06.2017,Same Day,FE-CON-S-5104
CA-2017-152163,26.06.2017,26.06.2017,Same Day,FE-CON-S-5105
CA-2017-152170,26.06.2017,04.07.2017,Second Class,HA-COR-C-5106
CA-2017-152170,26.06.2017,04.07.2017,Second Class,HA-COR-C-5107
CA-2017-152170,26.06.2017,04.07.2017,Second Class,HA-COR-C-5108
CA-2017-152170,27.06.2017,04.07.2017,Second Class,HA-COR-C-5109
CA-2017-152170,27.06.2017,04.07.2017,Second Class,HA-COR-C-5110
CA-2017-152247,27.06.2017,28.06.2017,Standard Class,AR-HOM-W-5111
CA-2017-152289,28.06.2017,30.06.2017,First Class,CA-COR-C-5112
CA-2017-152289,28.06.2017,30.06.2017,First Class,CA-COR-C-5113
CA-2017-152331,28.06.2017,10.07.2017,Standard Class,DO-COR-C-5114
CA-2017-152408,28.06.2017,05.07.2017,Standard Class,TH-CON-E-5115
CA-2017-152457,28.06.2017,04.07.2017,Standard Class,CH-COR-C-5116
CA-2017-152471,28.06.2017,28.06.2017,Same Day,DO-CON-S-5117
CA-2017-152471,28.06.2017,28.06.2017,Same Day,DO-CON-S-5118
CA-2017-152520,28.06.2017,30.06.2017,Standard Class,HU-COR-E-5119
CA-2017-152534,29.06.2017,01.07.2017,Second Class,PO-COR-W-5120
CA-2017-152534,30.06.2017,01.07.2017,Second Class,PO-COR-W-5121
CA-2017-152555,30.06.2017,05.07.2017,Second Class,ET-HOM-C-5122
CA-2017-152555,30.06.2017,05.07.2017,Second Class,ET-HOM-C-5123
CA-2017-152555,01.07.2017,05.07.2017,Second Class,ET-HOM-C-5124
CA-2017-152632,01.07.2017,02.07.2017,Standard Class,EL-CON-E-5125
CA-2017-152646,01.07.2017,08.07.2017,Standard Class,HO-COR-W-5126
CA-2017-152688,01.07.2017,05.07.2017,First Class,RA-CON-E-5127
CA-2017-152688,01.07.2017,05.07.2017,First Class,RA-CON-E-5128
CA-2017-152730,01.07.2017,12.07.2017,Standard Class,MO-HOM-C-5129
CA-2017-152730,01.07.2017,12.07.2017,Standard Class,MO-HOM-C-5130
CA-2017-152730,01.07.2017,12.07.2017,Standard Class,MO-HOM-C-5131
CA-2017-152730,02.07.2017,12.07.2017,Standard Class,MO-HOM-C-5132
CA-2017-152730,02.07.2017,12.07.2017,Standard Class,MO-HOM-C-5133
CA-2017-152730,02.07.2017,12.07.2017,Standard Class,MO-HOM-C-5134
CA-2017-152730,02.07.2017,12.07.2017,Standard Class,MO-HOM-C-5135
CA-2017-152730,03.07.2017,12.07.2017,Standard Class,MO-HOM-C-5136
CA-2017-152765,03.07.2017,06.07.2017,First Class,SM-CON-C-5137
CA-2017-152800,03.07.2017,07.07.2017,First Class,PI-CON-W-5138
CA-2017-152814,03.07.2017,08.07.2017,Standard Class,HE-HOM-W-5139
CA-2017-152940,04.07.2017,16.07.2017,First Class,O'-CON-W-5140
CA-2017-153101,04.07.2017,04.07.2017,Same Day,JO-CON-W-5141
CA-2017-153157,04.07.2017,08.07.2017,First Class,BR-CON-C-5142
CA-2017-153178,04.07.2017,05.07.2017,Standard Class,LU-CON-E-5143
CA-2017-153178,04.07.2017,05.07.2017,Standard Class,LU-CON-E-5144
CA-2017-153185,04.07.2017,09.07.2017,Standard Class,HA-COR-E-5145
CA-2017-153269,04.07.2017,10.07.2017,First Class,ST-CON-E-5146
CA-2017-153269,07.07.2017,10.07.2017,First Class,ST-CON-E-5147
CA-2017-153269,07.07.2017,10.07.2017,First Class,ST-CON-E-5148
CA-2017-153269,07.07.2017,10.07.2017,First Class,ST-CON-E-5149
CA-2017-153318,07.07.2017,17.07.2017,First Class,ST-COR-S-5150
CA-2017-153346,07.07.2017,18.07.2017,First Class,BO-COR-E-5151
CA-2017-153346,07.07.2017,18.07.2017,First Class,BO-COR-E-5152
CA-2017-153353,07.07.2017,17.07.2017,Standard Class,GU-COR-E-5153
CA-2017-153577,07.07.2017,09.07.2017,Standard Class,HA-COR-C-5154
CA-2017-153577,07.07.2017,09.07.2017,Standard Class,HA-COR-C-5155
CA-2017-153598,07.07.2017,10.07.2017,First Class,MU-CON-W-5156
CA-2017-153598,07.07.2017,10.07.2017,First Class,MU-CON-W-5157
CA-2017-153661,07.07.2017,08.07.2017,First Class,CA-CON-W-5158
CA-2017-153661,07.07.2017,08.07.2017,First Class,CA-CON-W-5159
CA-2017-153661,07.07.2017,08.07.2017,First Class,CA-CON-W-5160
CA-2017-153682,07.07.2017,12.07.2017,First Class,GI-COR-E-5161
CA-2017-153836,08.07.2017,14.07.2017,Standard Class,HO-COR-E-5162
CA-2017-153836,08.07.2017,14.07.2017,Standard Class,HO-COR-E-5163
CA-2017-154018,08.07.2017,14.07.2017,Standard Class,AN-CON-C-5164
CA-2017-154018,08.07.2017,14.07.2017,Standard Class,AN-CON-C-5165
CA-2017-154018,08.07.2017,14.07.2017,Standard Class,AN-CON-C-5166
CA-2017-154018,08.07.2017,14.07.2017,Standard Class,AN-CON-C-5167
CA-2017-154018,08.07.2017,14.07.2017,Standard Class,AN-CON-C-5168
CA-2017-154053,08.07.2017,17.07.2017,Standard Class,GR-HOM-W-5169
CA-2017-154060,08.07.2017,20.07.2017,Standard Class,LA-CON-S-5170
CA-2017-154067,08.07.2017,15.07.2017,Standard Class,MC-COR-W-5171
CA-2017-154081,08.07.2017,18.07.2017,Standard Class,EP-COR-W-5172
CA-2017-154235,09.07.2017,17.07.2017,Standard Class,DA-CON-C-5173
CA-2017-154403,09.07.2017,20.07.2017,Standard Class,PR-HOM-S-5174
CA-2017-154508,10.07.2017,20.07.2017,Standard Class,DA-CON-W-5175
CA-2017-154536,10.07.2017,17.07.2017,Standard Class,CA-CON-E-5176
CA-2017-154662,10.07.2017,16.07.2017,Standard Class,FA-HOM-C-5177
CA-2017-154690,10.07.2017,11.07.2017,Second Class,CO-CON-S-5178
CA-2017-154711,10.07.2017,12.07.2017,Standard Class,BO-COR-E-5179
CA-2017-154711,12.07.2017,12.07.2017,Standard Class,BO-COR-E-5180
CA-2017-154711,14.07.2017,14.07.2017,Standard Class,BO-COR-E-5181
CA-2017-154739,14.07.2017,17.07.2017,Second Class,HA-CON-W-5182
CA-2017-154767,14.07.2017,21.07.2017,Second Class,PA-CON-E-5183
CA-2017-154767,14.07.2017,21.07.2017,Second Class,PA-CON-E-5184
CA-2017-154767,14.07.2017,21.07.2017,Second Class,PA-CON-E-5185
CA-2017-154767,14.07.2017,21.07.2017,Second Class,PA-CON-E-5186
CA-2017-154767,14.07.2017,21.07.2017,Second Class,PA-CON-E-5187
CA-2017-154788,14.07.2017,16.07.2017,Standard Class,LE-CON-E-5188
CA-2017-154998,14.07.2017,24.07.2017,First Class,SM-COR-E-5189
CA-2017-155005,14.07.2017,26.07.2017,Second Class,CO-HOM-C-5190
CA-2017-155033,14.07.2017,23.07.2017,Standard Class,CH-CON-W-5191
CA-2017-155138,14.07.2017,16.07.2017,Standard Class,MA-CON-S-5192
CA-2017-155138,14.07.2017,16.07.2017,Standard Class,MA-CON-S-5193
CA-2017-155166,14.07.2017,22.07.2017,Standard Class,BO-COR-E-5194
CA-2017-155166,14.07.2017,22.07.2017,Standard Class,BO-COR-E-5195
CA-2017-155187,14.07.2017,22.07.2017,Second Class,AR-COR-W-5196
CA-2017-155187,14.07.2017,22.07.2017,Second Class,AR-COR-W-5197
CA-2017-155383,14.07.2017,16.07.2017,Standard Class,CA-HOM-W-5198
CA-2017-155439,15.07.2017,26.07.2017,Standard Class,NO-HOM-S-5199
CA-2017-155446,15.07.2017,21.07.2017,Standard Class,NO-HOM-W-5200
CA-2017-155474,15.07.2017,17.07.2017,Standard Class,CO-CON-W-5201
CA-2017-155474,16.07.2017,17.07.2017,Standard Class,CO-CON-W-5202
CA-2017-155481,16.07.2017,26.07.2017,Standard Class,KA-COR-E-5203
CA-2017-155481,16.07.2017,26.07.2017,Standard Class,KA-COR-E-5204
CA-2017-155481,16.07.2017,26.07.2017,Standard Class,KA-COR-E-5205
CA-2017-155488,16.07.2017,28.07.2017,Standard Class,ME-HOM-W-5206
CA-2017-155516,16.07.2017,16.07.2017,Same Day,KE-COR-E-5207
CA-2017-155516,16.07.2017,16.07.2017,Same Day,KE-COR-E-5208
CA-2017-155516,16.07.2017,16.07.2017,Same Day,KE-COR-E-5209
CA-2017-155516,16.07.2017,16.07.2017,Same Day,KE-COR-E-5210
CA-2017-155530,16.07.2017,28.07.2017,Standard Class,MC-CON-W-5211
CA-2017-155551,16.07.2017,24.07.2017,Standard Class,RO-HOM-C-5212
CA-2017-155551,16.07.2017,24.07.2017,Standard Class,RO-HOM-C-5213
CA-2017-155565,17.07.2017,17.07.2017,Same Day,HO-COR-E-5214
CA-2017-155670,17.07.2017,23.07.2017,Second Class,MU-CON-S-5215
CA-2017-155670,17.07.2017,23.07.2017,Second Class,MU-CON-S-5216
CA-2017-155747,17.07.2017,20.07.2017,Standard Class,SI-COR-E-5217
CA-2017-155845,17.07.2017,20.07.2017,Second Class,MC-CON-C-5218
CA-2017-155978,17.07.2017,17.07.2017,Same Day,SE-COR-W-5219
CA-2017-155978,17.07.2017,17.07.2017,Same Day,SE-COR-W-5220
CA-2017-155992,17.07.2017,19.07.2017,First Class,CO-CON-C-5221
CA-2017-155992,17.07.2017,19.07.2017,First Class,CO-CON-C-5222
CA-2017-156139,17.07.2017,23.07.2017,Standard Class,PA-CON-W-5223
CA-2017-156251,17.07.2017,29.07.2017,Second Class,SW-COR-C-5224
CA-2017-156251,17.07.2017,29.07.2017,Second Class,SW-COR-C-5225
CA-2017-156265,17.07.2017,19.07.2017,Second Class,FR-COR-W-5226
CA-2017-156265,17.07.2017,19.07.2017,Second Class,FR-COR-W-5227
CA-2017-156265,17.07.2017,19.07.2017,Second Class,FR-COR-W-5228
CA-2017-156300,17.07.2017,23.07.2017,Standard Class,BL-CON-C-5229
CA-2017-156503,17.07.2017,18.07.2017,Standard Class,CA-CON-S-5230
CA-2017-156503,18.07.2017,18.07.2017,Standard Class,CA-CON-S-5231
CA-2017-156503,18.07.2017,18.07.2017,Standard Class,CA-CON-S-5232
CA-2017-156503,18.07.2017,18.07.2017,Standard Class,CA-CON-S-5233
CA-2017-156503,18.07.2017,18.07.2017,Standard Class,CA-CON-S-5234
CA-2017-156503,18.07.2017,18.07.2017,Standard Class,CA-CON-S-5235
CA-2017-156573,18.07.2017,22.07.2017,Standard Class,BU-CON-S-5236
CA-2017-156573,18.07.2017,22.07.2017,Standard Class,BU-CON-S-5237
CA-2017-156573,18.07.2017,22.07.2017,Standard Class,BU-CON-S-5238
CA-2017-156685,18.07.2017,20.07.2017,Second Class,CO-COR-C-5239
CA-2017-156685,18.07.2017,20.07.2017,Second Class,CO-COR-C-5240
CA-2017-156748,18.07.2017,19.07.2017,Standard Class,ST-CON-C-5241
CA-2017-156748,18.07.2017,19.07.2017,Standard Class,ST-CON-C-5242
CA-2017-156748,19.07.2017,19.07.2017,Standard Class,ST-CON-C-5243
CA-2017-156748,19.07.2017,19.07.2017,Standard Class,ST-CON-C-5244
CA-2017-156811,19.07.2017,21.07.2017,Standard Class,PI-COR-W-5245
CA-2017-156811,19.07.2017,21.07.2017,Standard Class,PI-COR-W-5246
CA-2017-157000,19.07.2017,28.07.2017,Standard Class,MC-COR-C-5247
CA-2017-157000,19.07.2017,28.07.2017,Standard Class,MC-COR-C-5248
CA-2017-157161,19.07.2017,23.07.2017,Second Class,DO-COR-S-5249
CA-2017-157161,19.07.2017,23.07.2017,Second Class,DO-COR-S-5250
CA-2017-157161,20.07.2017,23.07.2017,Second Class,DO-COR-S-5251
CA-2017-157161,21.07.2017,23.07.2017,Second Class,DO-COR-S-5252
CA-2017-157161,21.07.2017,23.07.2017,Second Class,DO-COR-S-5253
CA-2017-157161,21.07.2017,23.07.2017,Second Class,DO-COR-S-5254
CA-2017-157217,21.07.2017,23.07.2017,First Class,CO-HOM-W-5255
CA-2017-157217,21.07.2017,23.07.2017,First Class,CO-HOM-W-5256
CA-2017-157245,21.07.2017,25.07.2017,Standard Class,EL-CON-S-5257
CA-2017-157259,21.07.2017,25.07.2017,Standard Class,MY-CON-E-5258
CA-2017-157266,21.07.2017,24.07.2017,Standard Class,BR-CON-E-5259
CA-2017-157266,21.07.2017,24.07.2017,Standard Class,BR-CON-E-5260
CA-2017-157266,22.07.2017,24.07.2017,Standard Class,BR-CON-E-5261
CA-2017-157266,22.07.2017,24.07.2017,Standard Class,BR-CON-E-5262
CA-2017-157280,22.07.2017,25.07.2017,First Class,WI-CON-S-5263
CA-2017-157280,22.07.2017,25.07.2017,First Class,WI-CON-S-5264
CA-2017-157280,22.07.2017,25.07.2017,First Class,WI-CON-S-5265
CA-2017-157336,22.07.2017,31.07.2017,Second Class,JA-CON-E-5266
CA-2017-157336,22.07.2017,31.07.2017,Second Class,JA-CON-E-5267
CA-2017-157364,22.07.2017,28.07.2017,First Class,TH-CON-S-5268
CA-2017-157511,22.07.2017,27.07.2017,First Class,VE-CON-E-5269
CA-2017-157511,22.07.2017,27.07.2017,First Class,VE-CON-E-5270
CA-2017-157511,22.07.2017,27.07.2017,First Class,VE-CON-E-5271
CA-2017-157588,22.07.2017,28.07.2017,Standard Class,RA-CON-S-5272
CA-2017-157588,23.07.2017,28.07.2017,Standard Class,RA-CON-S-5273
CA-2017-157686,23.07.2017,27.07.2017,First Class,DE-CON-W-5274
CA-2017-157707,23.07.2017,03.08.2017,First Class,CA-COR-W-5275
CA-2017-157707,23.07.2017,03.08.2017,First Class,CA-COR-W-5276
CA-2017-157707,23.07.2017,03.08.2017,First Class,CA-COR-W-5277
CA-2017-157714,23.07.2017,26.07.2017,Second Class,SH-COR-C-5278
CA-2017-157742,23.07.2017,01.08.2017,Second Class,LO-CON-W-5279
CA-2017-157749,23.07.2017,27.07.2017,Second Class,LO-CON-C-5280
CA-2017-157749,23.07.2017,27.07.2017,Second Class,LO-CON-C-5281
CA-2017-157749,23.07.2017,27.07.2017,Second Class,LO-CON-C-5282
CA-2017-157749,24.07.2017,27.07.2017,Second Class,LO-CON-C-5283
CA-2017-157749,24.07.2017,27.07.2017,Second Class,LO-CON-C-5284
CA-2017-157749,25.07.2017,27.07.2017,Second Class,LO-CON-C-5285
CA-2017-157749,25.07.2017,27.07.2017,Second Class,LO-CON-C-5286
CA-2017-157763,25.07.2017,03.08.2017,Standard Class,HA-COR-S-5287
CA-2017-157791,25.07.2017,28.07.2017,Second Class,AD-COR-E-5288
CA-2017-157868,25.07.2017,01.08.2017,Standard Class,CO-COR-C-5289
CA-2017-158001,25.07.2017,30.07.2017,Standard Class,PA-COR-E-5290
CA-2017-158001,25.07.2017,30.07.2017,Standard Class,PA-COR-E-5291
CA-2017-158001,25.07.2017,30.07.2017,Standard Class,PA-COR-E-5292
CA-2017-158043,25.07.2017,05.08.2017,Second Class,KL-COR-E-5293
CA-2017-158099,25.07.2017,04.08.2017,First Class,KN-HOM-E-5294
CA-2017-158099,25.07.2017,04.08.2017,First Class,KN-HOM-E-5295
CA-2017-158155,25.07.2017,26.07.2017,Standard Class,HO-COR-E-5296
CA-2017-158155,25.07.2017,26.07.2017,Standard Class,HO-COR-E-5297
CA-2017-158155,25.07.2017,26.07.2017,Standard Class,HO-COR-E-5298
CA-2017-158155,25.07.2017,26.07.2017,Standard Class,HO-COR-E-5299
CA-2017-158211,25.07.2017,30.07.2017,Standard Class,PE-COR-E-5300
CA-2017-158211,25.07.2017,30.07.2017,Standard Class,PE-COR-E-5301
CA-2017-158260,25.07.2017,05.08.2017,Standard Class,CH-CON-W-5302
CA-2017-158302,25.07.2017,27.07.2017,Second Class,BA-HOM-E-5303
CA-2017-158358,28.07.2017,30.07.2017,Standard Class,MC-COR-E-5304
CA-2017-158435,28.07.2017,06.08.2017,First Class,GA-CON-E-5305
CA-2017-158435,28.07.2017,06.08.2017,First Class,GA-CON-E-5306
CA-2017-158435,28.07.2017,06.08.2017,First Class,GA-CON-E-5307
CA-2017-158547,28.07.2017,29.07.2017,Standard Class,MA-CON-E-5308
CA-2017-158568,28.07.2017,04.08.2017,Standard Class,BE-HOM-C-5309
CA-2017-158568,28.07.2017,04.08.2017,Standard Class,BE-HOM-C-5310
CA-2017-158568,28.07.2017,04.08.2017,Standard Class,BE-HOM-C-5311
CA-2017-158575,29.07.2017,10.08.2017,Standard Class,BR-COR-E-5312
CA-2017-158610,29.07.2017,06.08.2017,First Class,KE-CON-E-5313
CA-2017-158617,29.07.2017,02.08.2017,Standard Class,CH-CON-C-5314
CA-2017-158694,29.07.2017,05.08.2017,Second Class,IR-CON-W-5315
CA-2017-158694,30.07.2017,05.08.2017,Second Class,IR-CON-W-5316
CA-2017-158694,30.07.2017,05.08.2017,Second Class,IR-CON-W-5317
CA-2017-158694,30.07.2017,05.08.2017,Second Class,IR-CON-W-5318
CA-2017-158694,30.07.2017,05.08.2017,Second Class,IR-CON-W-5319
CA-2017-158694,31.07.2017,05.08.2017,Second Class,IR-CON-W-5320
CA-2017-158694,31.07.2017,05.08.2017,Second Class,IR-CON-W-5321
CA-2017-158778,31.07.2017,06.08.2017,Standard Class,BR-CON-E-5322
CA-2017-158778,31.07.2017,06.08.2017,Standard Class,BR-CON-E-5323
CA-2017-158778,31.07.2017,06.08.2017,Standard Class,BR-CON-E-5324
CA-2017-158778,01.08.2017,06.08.2017,Standard Class,BR-CON-E-5325
CA-2017-158806,01.08.2017,12.08.2017,Standard Class,MU-CON-C-5326
CA-2017-158806,01.08.2017,12.08.2017,Standard Class,MU-CON-C-5327
CA-2017-158834,01.08.2017,02.08.2017,First Class,WI-HOM-W-5328
CA-2017-158834,02.08.2017,02.08.2017,First Class,WI-HOM-W-5329
CA-2017-158841,02.08.2017,12.08.2017,Second Class,EN-CON-S-5330
CA-2017-158841,02.08.2017,12.08.2017,Second Class,EN-CON-S-5331
CA-2017-158841,03.08.2017,12.08.2017,Second Class,EN-CON-S-5332
CA-2017-158869,03.08.2017,10.08.2017,First Class,HÄ-COR-E-5333
CA-2017-158925,04.08.2017,10.08.2017,Standard Class,PA-COR-C-5334
CA-2017-159009,04.08.2017,07.08.2017,Standard Class,PO-COR-W-5335
CA-2017-159009,04.08.2017,07.08.2017,Standard Class,PO-COR-W-5336
CA-2017-159016,04.08.2017,16.08.2017,First Class,FE-HOM-W-5337
CA-2017-159016,04.08.2017,16.08.2017,First Class,FE-HOM-W-5338
CA-2017-159023,04.08.2017,06.08.2017,First Class,WE-CON-W-5339
CA-2017-159023,04.08.2017,06.08.2017,First Class,WE-CON-W-5340
CA-2017-159142,04.08.2017,09.08.2017,First Class,ET-HOM-S-5341
CA-2017-159142,05.08.2017,09.08.2017,First Class,ET-HOM-S-5342
CA-2017-159212,06.08.2017,16.08.2017,Standard Class,MU-HOM-S-5343
CA-2017-159212,06.08.2017,16.08.2017,Standard Class,MU-HOM-S-5344
CA-2017-159345,06.08.2017,11.08.2017,Standard Class,GI-CON-W-5345
CA-2017-159373,07.08.2017,12.08.2017,Standard Class,TH-CON-C-5346
CA-2017-159373,08.08.2017,12.08.2017,Standard Class,TH-CON-C-5347
CA-2017-159373,08.08.2017,12.08.2017,Standard Class,TH-CON-C-5348
CA-2017-159639,08.08.2017,12.08.2017,Standard Class,CO-COR-E-5349
CA-2017-159653,08.08.2017,08.08.2017,Same Day,FA-CON-S-5350
CA-2017-159695,08.08.2017,10.08.2017,Second Class,MI-HOM-C-5351
CA-2017-159730,08.08.2017,20.08.2017,Standard Class,JA-HOM-W-5352
CA-2017-159730,08.08.2017,20.08.2017,Standard Class,JA-HOM-W-5353
CA-2017-159737,09.08.2017,19.08.2017,Standard Class,SO-CON-C-5354
CA-2017-159765,09.08.2017,10.08.2017,Second Class,HE-CON-S-5355
CA-2017-159891,09.08.2017,11.08.2017,Standard Class,FE-HOM-S-5356
CA-2017-159891,09.08.2017,11.08.2017,Standard Class,FE-HOM-S-5357
CA-2017-159912,09.08.2017,13.08.2017,Standard Class,BE-COR-E-5358
CA-2017-159912,11.08.2017,13.08.2017,Standard Class,BE-COR-E-5359
CA-2017-159912,11.08.2017,13.08.2017,Standard Class,BE-COR-E-5360
CA-2017-159912,11.08.2017,13.08.2017,Standard Class,BE-COR-E-5361
CA-2017-159940,12.08.2017,14.08.2017,Second Class,FR-COR-C-5362
CA-2017-159940,12.08.2017,14.08.2017,Second Class,FR-COR-C-5363
CA-2017-159940,12.08.2017,14.08.2017,Second Class,FR-COR-C-5364
CA-2017-159940,12.08.2017,14.08.2017,Second Class,FR-COR-C-5365
CA-2017-159989,12.08.2017,24.08.2017,Standard Class,BU-CON-S-5366
CA-2017-160108,12.08.2017,21.08.2017,Standard Class,GA-CON-C-5367
CA-2017-160108,12.08.2017,21.08.2017,Standard Class,GA-CON-C-5368
CA-2017-160129,13.08.2017,13.08.2017,Same Day,SC-COR-E-5369
CA-2017-160129,13.08.2017,13.08.2017,Same Day,SC-COR-E-5370
CA-2017-160129,13.08.2017,13.08.2017,Same Day,SC-COR-E-5371
CA-2017-160136,13.08.2017,15.08.2017,Standard Class,JO-COR-C-5372
CA-2017-160220,13.08.2017,16.08.2017,Standard Class,SM-CON-C-5373
CA-2017-160220,13.08.2017,16.08.2017,Standard Class,SM-CON-C-5374
CA-2017-160220,13.08.2017,16.08.2017,Standard Class,SM-CON-C-5375
CA-2017-160234,13.08.2017,14.08.2017,Standard Class,FL-CON-S-5376
CA-2017-160241,13.08.2017,14.08.2017,Second Class,RA-HOM-C-5377
CA-2017-160304,13.08.2017,19.08.2017,Standard Class,MU-COR-E-5378
CA-2017-160304,14.08.2017,19.08.2017,Standard Class,MU-COR-E-5379
CA-2017-160395,14.08.2017,23.08.2017,Standard Class,LA-COR-W-5380
CA-2017-160395,14.08.2017,23.08.2017,Standard Class,LA-COR-W-5381
CA-2017-160479,14.08.2017,23.08.2017,Standard Class,HO-CON-W-5382
CA-2017-160486,14.08.2017,25.08.2017,Standard Class,HE-CON-S-5383
CA-2017-160500,14.08.2017,17.08.2017,First Class,MA-CON-W-5384
CA-2017-160500,15.08.2017,17.08.2017,First Class,MA-CON-W-5385
CA-2017-160535,15.08.2017,21.08.2017,Standard Class,PO-COR-E-5386
CA-2017-160535,15.08.2017,21.08.2017,Standard Class,PO-COR-E-5387
CA-2017-160598,15.08.2017,24.08.2017,First Class,VA-COR-S-5388
CA-2017-160717,15.08.2017,21.08.2017,Standard Class,ET-HOM-W-5389
CA-2017-160717,15.08.2017,21.08.2017,Standard Class,ET-HOM-W-5390
CA-2017-160717,15.08.2017,21.08.2017,Standard Class,ET-HOM-W-5391
CA-2017-160745,15.08.2017,20.08.2017,Second Class,RA-COR-W-5392
CA-2017-160745,15.08.2017,20.08.2017,Second Class,RA-COR-W-5393
CA-2017-160745,15.08.2017,20.08.2017,Second Class,RA-COR-W-5394
CA-2017-160815,16.08.2017,27.08.2017,First Class,RI-CON-C-5395
CA-2017-160941,16.08.2017,19.08.2017,Standard Class,KO-COR-W-5396
CA-2017-160941,16.08.2017,19.08.2017,Standard Class,KO-COR-W-5397
CA-2017-161025,17.08.2017,19.08.2017,Standard Class,MC-CON-W-5398
CA-2017-161095,18.08.2017,18.08.2017,Same Day,SE-COR-W-5399
CA-2017-161095,18.08.2017,18.08.2017,Same Day,SE-COR-W-5400
CA-2017-161158,18.08.2017,28.08.2017,Standard Class,ST-HOM-E-5401
CA-2017-161207,18.08.2017,19.08.2017,Standard Class,BE-HOM-E-5402
CA-2017-161361,18.08.2017,23.08.2017,Second Class,VA-CON-W-5403
CA-2017-161361,18.08.2017,23.08.2017,Second Class,VA-CON-W-5404
CA-2017-161389,19.08.2017,28.08.2017,Standard Class,MA-CON-W-5405
CA-2017-161473,19.08.2017,24.08.2017,Standard Class,BO-COR-E-5406
CA-2017-161473,19.08.2017,24.08.2017,Standard Class,BO-COR-E-5407
CA-2017-161473,20.08.2017,24.08.2017,Standard Class,BO-COR-E-5408
CA-2017-161543,21.08.2017,24.08.2017,Standard Class,DE-CON-W-5409
CA-2017-161662,21.08.2017,29.08.2017,First Class,EL-CON-E-5410
CA-2017-161669,21.08.2017,27.08.2017,First Class,MA-COR-W-5411
CA-2017-161669,21.08.2017,27.08.2017,First Class,MA-COR-W-5412
CA-2017-161669,21.08.2017,27.08.2017,First Class,MA-COR-W-5413
CA-2017-161669,21.08.2017,27.08.2017,First Class,MA-COR-W-5414
CA-2017-161676,21.08.2017,27.08.2017,Standard Class,PA-COR-W-5415
CA-2017-161746,21.08.2017,30.08.2017,Standard Class,SO-CON-W-5416
CA-2017-161746,21.08.2017,30.08.2017,Standard Class,SO-CON-W-5417
CA-2017-161746,21.08.2017,30.08.2017,Standard Class,SO-CON-W-5418
CA-2017-161746,21.08.2017,30.08.2017,Standard Class,SO-CON-W-5419
CA-2017-161781,21.08.2017,22.08.2017,First Class,CU-HOM-C-5420
