order_id,sales,profit,profit_ratio,discount
CA-2017-152163,13,6,"0,48",0
CA-2017-152163,14,7,"0,46",0
CA-2017-152163,58,28,"0,48",0
CA-2017-152170,17,9,"0,5",0
CA-2017-152170,20,9,"0,45",0
CA-2017-152170,21,6,"0,27",0
CA-2017-152170,38,11,"0,28",0
CA-2017-152170,288,129,"0,45",0
CA-2017-152247,1603,100,"0,06","0,2"
CA-2017-152289,160,44,"0,28","0,2"
CA-2017-152289,1025,-29,"-0,03","0,3"
CA-2017-152331,5,0,"0,09","0,2"
CA-2017-152408,14,4,"0,33","0,2"
CA-2017-152457,69,32,"0,46",0
CA-2017-152471,16,5,"0,31","0,2"
CA-2017-152471,824,51,"0,06","0,2"
CA-2017-152520,13,6,"0,48",0
CA-2017-152534,5,1,"0,26",0
CA-2017-152534,39,19,"0,48",0
CA-2017-152555,46,16,"0,35","0,2"
CA-2017-152555,813,61,"0,08","0,2"
CA-2017-152555,844,-36,"-0,04","0,3"
CA-2017-152632,40,19,"0,48",0
CA-2017-152646,32,16,"0,48",0
CA-2017-152688,121,12,"0,1",0
CA-2017-152688,316,149,"0,47",0
CA-2017-152730,6,1,"0,26",0
CA-2017-152730,15,4,"0,27",0
CA-2017-152730,45,22,"0,48",0
CA-2017-152730,47,21,"0,45",0
CA-2017-152730,50,14,"0,28",0
CA-2017-152730,126,35,"0,28",0
CA-2017-152730,365,109,"0,3",0
CA-2017-152730,629,302,"0,48",0
CA-2017-152765,173,54,"0,31","0,2"
CA-2017-152800,6,3,"0,47",0
CA-2017-152814,29,10,"0,34","0,2"
CA-2017-152940,30,4,"0,15",0
CA-2017-153101,146,-13,"-0,09","0,2"
CA-2017-153157,225,63,"0,28",0
CA-2017-153178,438,131,"0,3",0
CA-2017-153178,674,253,"0,38","0,2"
CA-2017-153185,31,11,"0,36","0,2"
CA-2017-153269,11,3,"0,3",0
CA-2017-153269,18,9,"0,49",0
CA-2017-153269,52,23,"0,45",0
CA-2017-153269,355,89,"0,25",0
CA-2017-153318,784,78,"0,1","0,2"
CA-2017-153346,9,2,"0,25",0
CA-2017-153346,18,8,"0,46",0
CA-2017-153353,40,12,"0,29",0
CA-2017-153577,37,12,"0,33","0,2"
CA-2017-153577,540,-8,"-0,01","0,3"
CA-2017-153598,112,51,"0,46",0
CA-2017-153598,1650,660,"0,4",0
CA-2017-153661,26,12,"0,47",0
CA-2017-153661,51,18,"0,35","0,2"
CA-2017-153661,305,76,"0,25",0
CA-2017-153682,840,70,"0,08","0,4"
CA-2017-153836,29,10,"0,35","0,2"
CA-2017-153836,115,32,"0,28",0
CA-2017-154018,6,-11,"-1,75","0,8"
CA-2017-154018,8,3,"0,36","0,2"
CA-2017-154018,16,1,"0,08","0,2"
CA-2017-154018,140,-150,"-1,08","0,6"
CA-2017-154018,192,24,"0,13","0,2"
CA-2017-154053,17,5,"0,29",0
CA-2017-154060,187,12,"0,06","0,2"
CA-2017-154067,106,49,"0,46",0
CA-2017-154081,222,22,"0,1","0,2"
CA-2017-154235,128,22,"0,17",0
CA-2017-154403,5,2,"0,49",0
CA-2017-154508,28,13,"0,47",0
CA-2017-154536,10,-7,"-0,77","0,7"
CA-2017-154662,693,173,"0,25",0
CA-2017-154690,225,23,"0,1","0,2"
CA-2017-154711,12,4,"0,34","0,2"
CA-2017-154711,21,7,"0,36",0
CA-2017-154711,40,11,"0,28",0
CA-2017-154739,322,28,"0,09","0,2"
CA-2017-154767,8,4,"0,47",0
CA-2017-154767,9,2,"0,26",0
CA-2017-154767,62,28,"0,45",0
CA-2017-154767,122,21,"0,17",0
CA-2017-154767,275,121,"0,44",0
CA-2017-154788,8,3,"0,36","0,2"
CA-2017-154998,38,18,"0,48",0
CA-2017-155005,378,94,"0,25",0
CA-2017-155033,11,5,"0,48",0
CA-2017-155138,35,8,"0,24","0,2"
CA-2017-155138,65,23,"0,36","0,2"
CA-2017-155166,26,7,"0,28",0
CA-2017-155166,213,26,"0,12",0
CA-2017-155187,42,21,"0,5",0
CA-2017-155187,42,3,"0,07",0
CA-2017-155383,47,13,"0,28",0
CA-2017-155439,26,12,"0,48",0
CA-2017-155446,21,4,"0,21",0
CA-2017-155474,19,6,"0,31","0,2"
CA-2017-155474,108,9,"0,09","0,2"
CA-2017-155481,17,5,"0,33","0,2"
CA-2017-155481,24,-5,"-0,2","0,4"
CA-2017-155481,30,10,"0,33","0,2"
CA-2017-155488,44,11,"0,26",0
CA-2017-155516,7,0,"0,02",0
CA-2017-155516,23,10,"0,45",0
CA-2017-155516,105,29,"0,28",0
CA-2017-155516,1044,271,"0,26",0
CA-2017-155530,2004,-326,"-0,16","0,2"
CA-2017-155551,10,3,"0,34","0,2"
CA-2017-155551,230,-49,"-0,21","0,2"
CA-2017-155565,55,15,"0,28",0
CA-2017-155670,10,3,"0,31","0,2"
CA-2017-155670,11,-8,"-0,73","0,7"
CA-2017-155747,337,-118,"-0,35","0,4"
CA-2017-155845,1400,52,"0,04","0,2"
CA-2017-155978,46,14,"0,3",0
CA-2017-155978,1040,91,"0,09","0,2"
CA-2017-155992,42,11,"0,26",0
CA-2017-155992,70,19,"0,27",0
CA-2017-156139,38,13,"0,35","0,2"
CA-2017-156251,9,4,"0,49",0
CA-2017-156251,242,24,"0,1",0
CA-2017-156265,13,5,"0,38","0,2"
CA-2017-156265,136,15,"0,11","0,2"
CA-2017-156265,334,33,"0,1","0,2"
CA-2017-156300,754,60,"0,08",0
CA-2017-156503,13,1,"0,11","0,2"
CA-2017-156503,23,6,"0,26","0,2"
CA-2017-156503,35,13,"0,38","0,2"
CA-2017-156503,39,15,"0,38","0,2"
CA-2017-156503,93,34,"0,36","0,2"
CA-2017-156503,103,10,"0,1","0,2"
CA-2017-156573,4,0,"0,08","0,2"
CA-2017-156573,11,-9,"-0,77","0,7"
CA-2017-156573,45,15,"0,33","0,2"
CA-2017-156685,48,4,"0,08","0,2"
CA-2017-156685,864,108,"0,13","0,2"
CA-2017-156748,14,6,"0,46",0
CA-2017-156748,33,17,"0,5",0
CA-2017-156748,390,35,"0,09",0
CA-2017-156748,497,25,"0,05",0
CA-2017-156811,25,8,"0,31","0,2"
CA-2017-156811,44,12,"0,27",0
CA-2017-157000,20,6,"0,31","0,2"
CA-2017-157000,37,4,"0,1","0,2"
CA-2017-157161,6,3,"0,49",0
CA-2017-157161,10,5,"0,47",0
CA-2017-157161,22,6,"0,25",0
CA-2017-157161,24,11,"0,46",0
CA-2017-157161,60,29,"0,48",0
CA-2017-157161,76,18,"0,24",0
CA-2017-157217,36,4,"0,13","0,2"
CA-2017-157217,390,133,"0,34",0
CA-2017-157245,642,180,"0,28",0
CA-2017-157259,800,208,"0,26",0
CA-2017-157266,10,4,"0,46",0
CA-2017-157266,13,6,"0,46",0
CA-2017-157266,19,9,"0,48",0
CA-2017-157266,41,17,"0,42",0
CA-2017-157280,90,19,"0,21",0
CA-2017-157280,274,71,"0,26",0
CA-2017-157280,757,76,"0,1",0
CA-2017-157336,88,41,"0,46",0
CA-2017-157336,752,150,"0,2",0
CA-2017-157364,18,6,"0,33","0,2"
CA-2017-157511,3,0,"0,14","0,2"
CA-2017-157511,5,2,"0,3","0,2"
CA-2017-157511,99,-7,"-0,07","0,3"
CA-2017-157588,36,17,"0,47",0
CA-2017-157588,52,16,"0,3",0
CA-2017-157686,195,12,"0,06","0,2"
CA-2017-157707,16,-3,"-0,19","0,2"
CA-2017-157707,91,-191,"-2,1","0,7"
CA-2017-157707,121,14,"0,11","0,2"
CA-2017-157714,10,4,"0,45",0
CA-2017-157742,28,10,"0,38","0,2"
CA-2017-157749,4,-3,"-0,7","0,6"
CA-2017-157749,7,1,"0,16","0,2"
CA-2017-157749,12,-5,"-0,4","0,6"
CA-2017-157749,26,9,"0,36","0,2"
CA-2017-157749,32,11,"0,35","0,2"
CA-2017-157749,177,-121,"-0,68","0,5"
CA-2017-157749,420,-357,"-0,85","0,6"
CA-2017-157763,141,39,"0,28",0
CA-2017-157791,2000,900,"0,45",0
CA-2017-157868,25,12,"0,47",0
CA-2017-158001,21,9,"0,41",0
CA-2017-158001,29,8,"0,27",0
CA-2017-158001,1041,281,"0,27",0
CA-2017-158043,23,12,"0,5",0
CA-2017-158099,281,-47,"-0,17","0,4"
CA-2017-158099,1141,-761,"-0,67","0,7"
CA-2017-158155,13,4,"0,32",0
CA-2017-158155,13,6,"0,46",0
CA-2017-158155,90,34,"0,38","0,2"
CA-2017-158155,215,84,"0,39",0
CA-2017-158211,5,1,"0,13","0,2"
CA-2017-158211,105,-80,"-0,77","0,7"
CA-2017-158260,686,77,"0,11","0,2"
CA-2017-158302,11,3,"0,33","0,2"
CA-2017-158358,160,58,"0,36",0
CA-2017-158435,15,7,"0,47",0
CA-2017-158435,65,19,"0,29",0
CA-2017-158435,173,17,"0,1",0
CA-2017-158547,124,9,"0,08","0,2"
CA-2017-158568,2,-3,"-1,7","0,8"
CA-2017-158568,65,23,"0,35","0,2"
CA-2017-158568,96,-11,"-0,11","0,2"
CA-2017-158575,104,17,"0,16","0,2"
CA-2017-158610,70,17,"0,25",0
CA-2017-158617,36,16,"0,45",0
CA-2017-158694,5,2,"0,35","0,2"
CA-2017-158694,15,4,"0,27",0
CA-2017-158694,61,29,"0,47",0
CA-2017-158694,68,33,"0,48",0
CA-2017-158694,130,39,"0,3",0
CA-2017-158694,467,192,"0,41",0
CA-2017-158694,721,187,"0,26",0
CA-2017-158778,8,1,"0,07","0,2"
CA-2017-158778,58,12,"0,2","0,2"
CA-2017-158778,71,-19,"-0,27","0,3"
CA-2017-158778,887,-63,"-0,07","0,3"
CA-2017-158806,23,-11,"-0,48","0,6"
CA-2017-158806,26,9,"0,35","0,2"
CA-2017-158834,158,18,"0,11","0,2"
CA-2017-158834,203,15,"0,08","0,2"
CA-2017-158841,19,7,"0,38",0
CA-2017-158841,36,18,"0,5",0
CA-2017-158841,8750,2800,"0,32",0
CA-2017-158869,71,33,"0,47",0
CA-2017-158925,16,5,"0,35","0,2"
CA-2017-159009,13,4,"0,34","0,2"
CA-2017-159009,185,-21,"-0,11","0,2"
CA-2017-159016,15,7,"0,48",0
CA-2017-159016,4159,364,"0,09","0,2"
CA-2017-159023,4,-3,"-0,83","0,7"
CA-2017-159023,180,-252,"-1,4","0,7"
CA-2017-159142,28,13,"0,47",0
CA-2017-159142,150,6,"0,04",0
CA-2017-159212,22,6,"0,28",0
CA-2017-159212,252,118,"0,47",0
CA-2017-159345,112,55,"0,49",0
CA-2017-159373,1,-2,"-1,7","0,8"
CA-2017-159373,70,25,"0,35","0,2"
CA-2017-159373,558,0,0,"0,3"
CA-2017-159639,32,10,"0,33",0
CA-2017-159653,15,7,"0,49",0
CA-2017-159695,158,14,"0,09","0,2"
CA-2017-159730,106,8,"0,08","0,2"
CA-2017-159730,114,10,"0,09","0,2"
CA-2017-159737,9,-15,"-1,7","0,8"
CA-2017-159765,28,9,"0,33",0
CA-2017-159891,125,59,"0,47",0
CA-2017-159891,1271,635,"0,5",0
CA-2017-159912,3,-3,"-0,8","0,7"
CA-2017-159912,11,-2,"-0,23","0,2"
CA-2017-159912,164,-82,"-0,5","0,5"
CA-2017-159912,242,-56,"-0,23","0,4"
CA-2017-159940,3,1,"0,31","0,2"
CA-2017-159940,24,8,"0,33","0,2"
CA-2017-159940,60,-27,"-0,45","0,6"
CA-2017-159940,253,-14,"-0,06","0,3"
CA-2017-159989,41,-9,"-0,23","0,2"
CA-2017-160108,406,32,"0,08",0
CA-2017-160108,680,177,"0,26",0
CA-2017-160129,14,4,"0,28","0,2"
CA-2017-160129,16,2,"0,15","0,2"
CA-2017-160129,70,12,"0,18","0,2"
CA-2017-160136,9,3,"0,36","0,2"
CA-2017-160220,21,1,"0,07",0
CA-2017-160220,126,35,"0,28",0
CA-2017-160220,192,52,"0,27",0
CA-2017-160234,136,39,"0,29",0
CA-2017-160241,242,-303,"-1,25","0,6"
CA-2017-160304,174,38,"0,22",0
CA-2017-160304,232,67,"0,29",0
CA-2017-160395,4,2,"0,45",0
CA-2017-160395,160,54,"0,34","0,2"
CA-2017-160479,35,13,"0,38",0
CA-2017-160486,72,25,"0,35","0,2"
CA-2017-160500,7,2,"0,35","0,2"
CA-2017-160500,299,7,"0,03","0,2"
CA-2017-160535,320,118,"0,37",0
CA-2017-160535,563,68,"0,12",0
CA-2017-160598,31,11,"0,36","0,2"
CA-2017-160717,27,4,"0,14",0
CA-2017-160717,478,161,"0,34","0,2"
CA-2017-160717,3024,227,"0,08","0,2"
CA-2017-160745,15,6,"0,41",0
CA-2017-160745,302,23,"0,08","0,2"
CA-2017-160745,316,32,"0,1",0
CA-2017-160815,278,81,"0,29",0
CA-2017-160941,3,2,"0,48",0
CA-2017-160941,420,197,"0,47",0
CA-2017-161025,773,108,"0,14",0
CA-2017-161095,8,3,"0,36","0,2"
CA-2017-161095,34,12,"0,35","0,2"
CA-2017-161158,8,3,"0,43",0
CA-2017-161207,28,8,"0,29",0
CA-2017-161361,17,6,"0,33","0,2"
CA-2017-161361,18,9,"0,49",0
CA-2017-161389,408,133,"0,33","0,2"
CA-2017-161473,11,3,"0,3",0
CA-2017-161473,14,5,"0,33","0,2"
CA-2017-161473,21,10,"0,48",0
CA-2017-161543,12,6,"0,49",0
CA-2017-161662,30,11,"0,35","0,2"
CA-2017-161669,11,3,"0,29",0
CA-2017-161669,15,7,"0,47",0
CA-2017-161669,27,9,"0,33","0,2"
CA-2017-161669,37,12,"0,31","0,2"
CA-2017-161676,34,4,"0,13","0,2"
CA-2017-161746,12,6,"0,46",0
CA-2017-161746,20,6,"0,28",0
CA-2017-161746,242,12,"0,05","0,2"
CA-2017-161746,341,3,"0,01",0
CA-2017-161781,41,11,"0,26",0
CA-2017-161816,16,6,"0,36","0,2"
CA-2017-161816,370,42,"0,11","0,2"
CA-2017-161907,119,-28,"-0,23","0,4"
CA-2017-161907,769,-163,"-0,21","0,2"
CA-2017-161928,202,13,"0,06","0,2"
CA-2017-162082,5,2,"0,36","0,2"
CA-2017-162082,146,16,"0,11","0,2"
CA-2017-162082,241,-14,"-0,06","0,32"
CA-2017-162110,56,3,"0,06","0,2"
CA-2017-162138,100,35,"0,35",0
CA-2017-162138,252,82,"0,33","0,2"
CA-2017-162159,122,30,"0,25",0
CA-2017-162187,14,2,"0,13","0,2"
CA-2017-162187,65,-4,"-0,06","0,2"
CA-2017-162187,329,-148,"-0,45","0,4"
CA-2017-162187,387,24,"0,06","0,2"
CA-2017-162187,458,-138,"-0,3","0,3"
CA-2017-162222,10,3,"0,31","0,2"
CA-2017-162236,45,4,"0,09","0,2"
CA-2017-162236,185,-35,"-0,19","0,2"
CA-2017-162236,876,-292,"-0,33","0,4"
CA-2017-162313,167,30,"0,18","0,1"
CA-2017-162348,10,3,"0,28",0
CA-2017-162355,36,10,"0,27",0
CA-2017-162355,1267,291,"0,23",0
CA-2017-162383,9,-6,"-0,73","0,7"
CA-2017-162383,9,-7,"-0,83","0,7"
CA-2017-162383,85,-1,"-0,01","0,3"
CA-2017-162390,222,78,"0,35","0,2"
CA-2017-162390,480,90,"0,19","0,2"
CA-2017-162390,969,315,"0,33","0,2"
CA-2017-162404,11,-19,"-1,65","0,8"
CA-2017-162614,27,9,"0,33","0,2"
CA-2017-162726,10,4,"0,35","0,2"
CA-2017-162726,24,7,"0,31","0,2"
CA-2017-162733,6,3,"0,45",0
CA-2017-162747,86,38,"0,44",0
CA-2017-162901,31,8,"0,25",0
CA-2017-162943,254,31,"0,12","0,1"
CA-2017-163048,242,0,0,"0,3"
CA-2017-163153,1,1,"0,38","0,2"
CA-2017-163153,99,-1,"-0,01","0,3"
CA-2017-163167,102,6,"0,06",0
CA-2017-163167,183,53,"0,29",0
CA-2017-163167,1126,56,"0,05",0
CA-2017-163167,1263,316,"0,25",0
CA-2017-163174,187,41,"0,22",0
CA-2017-163202,3,-2,"-0,7","0,7"
CA-2017-163216,5,2,"0,35","0,2"
CA-2017-163328,15,5,"0,35","0,2"
CA-2017-163328,18,-4,"-0,24","0,2"
CA-2017-163328,48,17,"0,35","0,2"
CA-2017-163328,105,-14,"-0,14","0,2"
CA-2017-163328,629,228,"0,36","0,2"
CA-2017-163328,650,-98,"-0,15","0,2"
CA-2017-163384,13,4,"0,34","0,2"
CA-2017-163384,32,16,"0,48",0
CA-2017-163398,2,-4,"-1,65","0,8"
CA-2017-163398,26,-71,"-2,7","0,8"
CA-2017-163398,27,3,"0,1","0,2"
CA-2017-163573,1220,381,"0,31","0,2"
CA-2017-163594,19,9,"0,48",0
CA-2017-163594,37,14,"0,38","0,2"
CA-2017-163594,194,-36,"-0,19","0,2"
CA-2017-163636,4,0,"0,09","0,2"
CA-2017-163755,210,36,"0,17",0
CA-2017-163776,9,4,"0,47",0
CA-2017-163776,78,36,"0,46",0
CA-2017-163776,88,1,"0,01",0
CA-2017-163776,186,76,"0,41",0
CA-2017-163776,246,121,"0,49",0
CA-2017-163776,505,126,"0,25",0
CA-2017-163804,72,24,"0,33",0
CA-2017-163804,630,176,"0,28",0
CA-2017-163804,2079,582,"0,28",0
CA-2017-163937,25,8,"0,31",0
CA-2017-163951,17,2,"0,1","0,2"
CA-2017-163972,121,21,"0,18","0,15"
CA-2017-163986,55,14,"0,26",0
CA-2017-164035,23,8,"0,36","0,2"
CA-2017-164091,109,34,"0,31",0
CA-2017-164091,438,131,"0,3",0
CA-2017-164154,22,-18,"-0,8","0,7"
CA-2017-164154,38,4,"0,1","0,2"
CA-2017-164350,68,8,"0,13","0,2"
CA-2017-164399,204,25,"0,13","0,2"
CA-2017-164399,674,-8,"-0,01","0,2"
CA-2017-164483,17,6,"0,34","0,2"
CA-2017-164490,9,3,"0,36","0,2"
CA-2017-164511,14,5,"0,33","0,2"
CA-2017-164511,65,3,"0,04",0
CA-2017-164511,69,19,"0,27",0
CA-2017-164574,27,-20,"-0,73","0,7"
CA-2017-164574,705,26,"0,04","0,2"
CA-2017-164637,128,64,"0,5",0
CA-2017-164672,212,42,"0,2",0
CA-2017-164735,81,12,"0,15",0
CA-2017-164770,31,10,"0,31","0,2"
CA-2017-164770,782,-138,"-0,18","0,32"
CA-2017-164784,3,-2,"-0,73","0,7"
CA-2017-164784,4,1,"0,33","0,2"
CA-2017-164784,371,-142,"-0,38","0,4"
CA-2017-164889,71,-2,"-0,03","0,2"
CA-2017-164896,13,6,"0,49",0
CA-2017-164924,342,-319,"-0,93","0,7"
CA-2017-164938,70,1,"0,01",0
CA-2017-165015,47,18,"0,38","0,2"
CA-2017-165148,31,10,"0,32",0
CA-2017-165169,11,3,"0,25",0
CA-2017-165169,15,7,"0,46",0
CA-2017-165169,360,94,"0,26",0
CA-2017-165218,13,-1,"-0,06","0,2"
CA-2017-165218,149,50,"0,34","0,2"
CA-2017-165316,24,7,"0,28","0,2"
CA-2017-165316,35,3,"0,08","0,2"
CA-2017-165316,265,-111,"-0,42","0,5"
CA-2017-165330,6,2,"0,36","0,2"
CA-2017-165330,23,6,"0,26",0
CA-2017-165330,31,14,"0,45",0
CA-2017-165330,36,11,"0,31","0,2"
CA-2017-165330,50,2,"0,04",0
CA-2017-165330,83,24,"0,29",0
CA-2017-165330,120,25,"0,21",0
CA-2017-165330,123,40,"0,33","0,2"
CA-2017-165330,210,68,"0,33","0,2"
CA-2017-165330,364,-32,"-0,09","0,2"
CA-2017-165330,892,112,"0,13","0,2"
CA-2017-165470,5,2,"0,33","0,2"
CA-2017-165484,16,-12,"-0,75","0,6"
CA-2017-165484,55,18,"0,33","0,2"
CA-2017-165561,25,8,"0,3",0
CA-2017-165673,15,6,"0,36","0,2"
CA-2017-165820,13,6,"0,48",0
CA-2017-165827,50,8,"0,16","0,2"
CA-2017-165848,15,7,"0,47",0
CA-2017-165848,61,21,"0,34",0
CA-2017-165848,137,5,"0,04","0,2"
CA-2017-165848,1350,364,"0,27",0
CA-2017-165918,7,3,"0,47",0
CA-2017-165918,14,4,"0,31","0,2"
CA-2017-165918,40,14,"0,35","0,2"
CA-2017-165918,82,40,"0,49",0
CA-2017-165995,47,16,"0,34",0
CA-2017-165995,340,42,"0,13","0,2"
CA-2017-166163,3,2,"0,48",0
CA-2017-166163,72,7,"0,1","0,2"
CA-2017-166226,61,6,"0,1","0,2"
CA-2017-166226,68,18,"0,27",0
CA-2017-166240,9,-20,"-2,25","0,8"
CA-2017-166275,200,86,"0,43",0
CA-2017-166282,35,8,"0,24","0,2"
CA-2017-166282,123,40,"0,33","0,2"
CA-2017-166373,106,-9,"-0,09","0,2"
CA-2017-166380,27,13,"0,48",0
CA-2017-166380,112,27,"0,24",0
CA-2017-166429,1000,450,"0,45",0
CA-2017-166443,38,16,"0,43",0
CA-2017-166485,16,6,"0,34","0,2"
CA-2017-166618,14,4,"0,28",0
CA-2017-166618,24,6,"0,26",0
CA-2017-166625,25,12,"0,47",0
CA-2017-166653,64,20,"0,31","0,2"
CA-2017-166674,10,3,"0,29",0
CA-2017-166674,30,8,"0,26",0
CA-2017-166674,35,9,"0,26",0
CA-2017-166674,60,15,"0,26",0
CA-2017-166674,162,10,"0,06",0
CA-2017-166674,264,71,"0,27",0
CA-2017-166772,164,41,"0,25",0
CA-2017-166912,82,40,"0,49",0
CA-2017-167115,589,184,"0,31","0,2"
CA-2017-167241,18,3,"0,17",0
CA-2017-167241,38,18,"0,48",0
CA-2017-167241,166,10,"0,06","0,2"
CA-2017-167241,312,44,"0,14",0
CA-2017-167290,12,4,"0,3",0
CA-2017-167416,55,27,"0,49",0
CA-2017-167507,12,3,"0,26","0,2"
CA-2017-167507,23,5,"0,21","0,2"
CA-2017-167507,31,-25,"-0,8","0,7"
CA-2017-167556,13,7,"0,5",0
CA-2017-167556,30,9,"0,31","0,2"
CA-2017-167556,41,15,"0,36","0,2"
CA-2017-167556,414,124,"0,3",0
CA-2017-167584,6,3,"0,48",0
CA-2017-167605,30,-32,"-1,05","0,6"
CA-2017-167682,71,22,"0,31",0
CA-2017-167682,260,125,"0,48",0
CA-2017-167759,135,38,"0,28",0
CA-2017-167983,33,12,"0,35","0,2"
CA-2017-168032,2,-3,"-1,55","0,8"
CA-2017-168032,626,-538,"-0,86","0,5"
CA-2017-168032,1440,144,"0,1","0,2"
CA-2017-168046,43,15,"0,35","0,2"
CA-2017-168046,46,8,"0,17",0
CA-2017-168046,314,-99,"-0,32","0,4"
CA-2017-168046,429,0,0,0
CA-2017-168081,259,65,"0,25","0,2"
CA-2017-168354,17,8,"0,45",0
CA-2017-168354,50,24,"0,48",0
CA-2017-168354,872,244,"0,28",0
CA-2017-168354,1606,482,"0,3",0
CA-2017-168361,1,-1,"-1,6","0,8"
CA-2017-168536,66,9,"0,13",0
CA-2017-168543,707,198,"0,28",0
CA-2017-168557,9,3,"0,35","0,2"
CA-2017-168753,23,11,"0,5",0
CA-2017-168753,980,274,"0,28",0
CA-2017-168774,535,161,"0,3",0
CA-2017-168830,480,163,"0,34",0
CA-2017-168844,7,2,"0,33","0,2"
CA-2017-168844,180,88,"0,49",0
CA-2017-168893,8,2,"0,26",0
CA-2017-168893,9,3,"0,3",0
CA-2017-168893,20,10,"0,48",0
CA-2017-168893,24,9,"0,38",0
CA-2017-168893,843,160,"0,19",0
CA-2017-168921,19,6,"0,31","0,2"
CA-2017-168956,5,2,"0,35","0,2"
CA-2017-168956,7,2,"0,26","0,2"
CA-2017-168956,63,-3,"-0,04","0,3"
CA-2017-168956,92,-226,"-2,45","0,8"
CA-2017-169026,23,0,"0,01",0
CA-2017-169103,102,-4,"-0,04","0,2"
CA-2017-169103,1364,85,"0,06","0,2"
CA-2017-169166,94,13,"0,14",0
CA-2017-169194,22,6,"0,28",0
CA-2017-169194,45,5,"0,11",0
CA-2017-169215,30,13,"0,45",0
CA-2017-169334,112,7,"0,06","0,2"
CA-2017-169663,27,5,"0,19",0
CA-2017-169663,3358,378,"0,11","0,2"
CA-2017-169670,2563,313,"0,12","0,1"
CA-2017-169824,11,5,"0,43",0
CA-2017-169824,36,10,"0,28",0
CA-2017-169824,60,20,"0,33",0
CA-2017-169838,17,8,"0,48",0
CA-2017-169838,160,62,"0,39",0
CA-2017-169838,1569,329,"0,21",0
CA-2017-169887,7,3,"0,48",0
CA-2017-169887,8,2,"0,27",0
CA-2017-169887,102,31,"0,3",0
CA-2017-169922,1,-2,"-1,6","0,8"
CA-2017-169922,8,-14,"-1,65","0,8"
CA-2017-169922,13,-9,"-0,73","0,6"
CA-2017-169943,36,15,"0,42",0
CA-2017-169943,40,12,"0,31",0
CA-2017-169943,48,15,"0,31","0,2"
CA-2017-169943,243,70,"0,29",0
CA-2017-169943,455,0,0,0
CA-2017-169957,30,15,"0,49",0
CA-2017-169957,100,21,"0,21",0
CA-2017-169957,237,66,"0,28",0
CA-2017-169971,4,1,"0,26","0,2"
CA-2017-169971,62,7,"0,11","0,2"
CA-2018-100013,6,2,"0,31",0
CA-2018-100013,9,3,"0,34",0
CA-2018-100013,15,7,"0,49",0
CA-2018-100055,27,10,"0,36",0
CA-2018-100055,125,36,"0,29",0
CA-2018-100097,135,38,"0,28",0
CA-2018-100097,980,265,"0,27",0
CA-2018-100111,4,2,"0,41",0
CA-2018-100111,12,4,"0,34","0,2"
CA-2018-100111,14,6,"0,46",0
CA-2018-100111,39,18,"0,47",0
CA-2018-100111,45,13,"0,28",0
CA-2018-100111,60,20,"0,34",0
CA-2018-100111,73,22,"0,3",0
CA-2018-100111,81,8,"0,1","0,1"
CA-2018-100111,105,28,"0,27",0
CA-2018-100111,213,96,"0,45",0
CA-2018-100111,273,18,"0,07","0,1"
CA-2018-100111,1300,351,"0,27",0
CA-2018-100111,2254,376,"0,17","0,1"
CA-2018-100111,2888,610,"0,21","0,1"
CA-2018-100160,5,2,"0,34","0,2"
CA-2018-100160,16,5,"0,35","0,2"
CA-2018-100160,29,10,"0,34","0,2"
CA-2018-100223,6,-10,"-1,65","0,8"
CA-2018-100223,11,-18,"-1,55","0,8"
CA-2018-100223,16,6,"0,36","0,2"
CA-2018-100223,31,11,"0,36","0,2"
CA-2018-100223,332,-349,"-1,05","0,6"
CA-2018-100230,15,5,"0,34","0,2"
CA-2018-100230,18,8,"0,45",0
CA-2018-100230,117,29,"0,25",0
CA-2018-100237,12,4,"0,36",0
CA-2018-100314,8,3,"0,33","0,2"
CA-2018-100314,28,9,"0,34","0,2"
CA-2018-100314,337,45,"0,13","0,4"
CA-2018-100335,73,26,"0,36","0,2"
CA-2018-100356,24,-62,"-2,6","0,8"
CA-2018-100384,36,12,"0,33",0
CA-2018-100384,386,112,"0,29",0
CA-2018-100412,142,35,"0,25",0
CA-2018-100426,12,6,"0,45",0
CA-2018-100433,26,12,"0,48",0
CA-2018-100524,30,8,"0,27",0
CA-2018-100524,75,36,"0,48",0
CA-2018-100524,678,176,"0,26",0
CA-2018-100580,36,12,"0,33","0,2"
CA-2018-100601,49,1,"0,02",0
CA-2018-100615,15,-6,"-0,43","0,6"
CA-2018-100615,16,4,"0,23","0,2"
CA-2018-100615,317,-18,"-0,06","0,3"
CA-2018-100622,4,-3,"-0,73","0,7"
CA-2018-100622,11,4,"0,35","0,2"
CA-2018-100622,56,4,"0,08","0,2"
CA-2018-100622,960,312,"0,33","0,2"
CA-2018-100636,273,0,0,0
CA-2018-100650,1296,311,"0,24",0
CA-2018-100748,58,27,"0,47",0
CA-2018-100783,30,4,"0,13","0,2"
CA-2018-100811,8,3,"0,31","0,2"
CA-2018-100811,39,4,"0,1","0,2"
CA-2018-100825,100,24,"0,24",0
CA-2018-100902,268,94,"0,35","0,2"
CA-2018-100902,431,108,"0,25","0,2"
CA-2018-100951,721,54,"0,08","0,2"
CA-2018-101014,148,41,"0,28",0
CA-2018-101042,22,11,"0,49",0
CA-2018-101042,822,214,"0,26",0
