order_id,product_id,product_name,category,sub_category,manufacturer,unit_price,quantity,shipping_price
CA-2017-108056,Wilson-4676,Wilson Electronics DB Pro Signal Booster,Technology,Phones,Other,"357,92",3,"7,88"
CA-2017-108105,Wilson-4677,Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,Office Supplies,Binders,Wilson Jones,6,1,"6,06"
CA-2017-108105,Eldon-4678,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,Furniture,Furnishings,Eldon,"79,5",4,"6,06"
CA-2017-108196,NETGEAR-4679,NETGEAR RangeMax WNR1000 Wireless Router,Technology,Accessories,NETGEAR,25,3,"13,94"
CA-2017-108196,GBC-4680,GBC Ibimaster 500 Manual ProClick Binding System,Office Supplies,Binders,GBC,"761,67",2,"13,94"
CA-2017-108196,Cubify-4681,Cubify CubeX 3D Printer Double Head Print,Technology,Machines,Cubify,"3.000,00",5,"13,94"
CA-2017-108210,Anker-4682,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,Technology,Phones,Anker,20,5,"50,49"
CA-2017-108210,Sony-4683,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,Technology,Accessories,Sony,56,5,"50,49"
CA-2017-108224,Imation 16GB-4684,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,Technology,Accessories,Imation,"33,21",7,"54,91"
CA-2017-108350,Xerox-4685,Xerox 1935,Office Supplies,Paper,Xerox,"26,5",4,"5,22"
CA-2017-108364,Wilson-4686,Wilson Jones Easy Flow II Sheet Lifters,Office Supplies,Binders,Wilson Jones,2,5,"13,2"
CA-2017-108434,Dual-4687,"Dual Level, Single-Width Filing Carts",Office Supplies,Storage,Other,155,3,"0,94"
CA-2017-108567,Avery-4688,Avery Non-Stick Binders,Office Supplies,Binders,Avery,5,2,"10,78"
CA-2017-108581,Xerox-4689,Xerox 206,Office Supplies,Paper,Xerox,"6,25",2,"10,2"
CA-2017-108581,Logitech-4690,Logitech Trackman Marble Mouse,Technology,Accessories,Logitech,30,4,"10,2"
CA-2017-108616,Sanford-4691,"Sanford Colorific Colored Pencils, 12/Box",Office Supplies,Art,Sanford,"2,89",9,"14,87"
CA-2017-108616,Premium-4692,Premium Transparent Presentation Covers by GBC,Office Supplies,Binders,Other,21,3,"14,87"
CA-2017-108616,Logitech-4693,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,Technology,Accessories,Logitech,70,3,"14,87"
CA-2017-108630,Recycled-4694,Recycled Premium Regency Composition Covers,Office Supplies,Binders,Other,"15,25",5,"49,1"
CA-2017-108644,Pressboard-4695,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Office Supplies,Binders,Pressboard,5,2,22
CA-2017-108735,Bush-4696,"Bush Westfield Collection Bookcases, Fully Assembled",Furniture,Bookcases,Other,"100,78",3,"7,81"
CA-2017-108868,Belkin-4697,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",Technology,Phones,Belkin,15,5,"6,99"
CA-2017-108868,Boston-4698,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Office Supplies,Art,Boston,"43,75",2,"6,99"
CA-2017-108875,Electrix-4699,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,Furniture,Furnishings,Electrix,"13,13",2,"9,55"
CA-2017-108875,Sensible-4700,Sensible Storage WireTech Storage Systems,Office Supplies,Storage,Other,"70,97",9,"9,55"
CA-2017-108882,Logitech-4701,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,Technology,Accessories,Logitech,70,5,"5,3"
CA-2017-108882,netTALK-4702,netTALK DUO VoIP Telephone Service,Technology,Phones,Other,"52,5",9,"5,3"
CA-2017-108959,Mini-4703,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",Office Supplies,Storage,Other,"131,25",1,"3,01"
CA-2017-108987,Super-4704,Super Decoflex Portable Personal File,Office Supplies,Storage,Other,15,3,"9,96"
CA-2017-108987,Sony-4705,Sony 64GB Class 10 Micro SDHC R40 Memory Card,Technology,Accessories,Sony,"36,25",2,"9,96"
CA-2017-108987,Contico-4706,"Contico 72""H Heavy-Duty Storage System",Office Supplies,Storage,Other,"40,94",4,"9,96"
CA-2017-108987,Riverside-4707,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Furniture,Bookcases,Riverside,"880,88",4,"9,96"
CA-2017-109057,Pizazz-4708,Pizazz Global Quick File,Office Supplies,Storage,Other,15,2,"9,55"
CA-2017-109176,Staple-4709,Staple envelope,Office Supplies,Envelopes,Staple envelope,"11,25",1,"7,98"
CA-2017-109176,Newell-4710,Newell 319,Office Supplies,Art,Newell,"19,75",5,"7,98"
CA-2017-109344,Samsung-4711,Samsung Galaxy S4 Mini,Technology,Phones,Samsung,470,3,"0,82"
CA-2017-109365,Fellowes-4712,Fellowes Black Plastic Comb Bindings,Office Supplies,Binders,Fellowes,"5,63",2,"14,86"
CA-2017-109365,Stockwell-4713,Stockwell Push Pins,Office Supplies,Fasteners,Stockwell,"2,14",7,"14,86"
CA-2017-109365,Xerox-4714,Xerox 22,Office Supplies,Paper,Xerox,"6,33",3,"14,86"
CA-2017-109365,Holmes-4715,Holmes 99% HEPA Air Purifier,Office Supplies,Appliances,Holmes,"21,5",2,"14,86"
CA-2017-109365,Avery-4716,"Avery Durable Plastic 1"" Binders",Office Supplies,Binders,Avery,"4,58",12,"14,86"
CA-2017-109365,Xerox-4717,Xerox 1892,Office Supplies,Paper,Xerox,"38,67",3,"14,86"
CA-2017-109365,Multicolor-4718,Multicolor Computer Printout Paper,Office Supplies,Paper,Other,105,3,"14,86"
CA-2017-109400,Office-4719,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",Furniture,Chairs,Office Star,"131,07",4,"6,61"
CA-2017-109407,XtraLife-4720,XtraLife ClearVue Slant-D Ring Binders by Cardinal,Office Supplies,Binders,XtraLife,"7,75",4,"5,57"
CA-2017-109652,BIC-4721,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",Office Supplies,Art,BIC,"4,38",4,"13,2"
CA-2017-109666,BIC-4722,BIC Brite Liner Grip Highlighters,Office Supplies,Art,BIC,"1,5",2,"10,09"
CA-2017-109666,Acme-4723,Acme Kleen Earth Office Shears,Office Supplies,Supplies,Acme,4,2,"10,09"
CA-2017-109666,Wilson-4724,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",Office Supplies,Binders,Wilson Jones,"5,63",2,"10,09"
CA-2017-109666,Gear-4725,Gear Head AU3700S Headset,Technology,Phones,Other,13,2,"10,09"
CA-2017-109666,Fiskars-4726,Fiskars Softgrip Scissors,Office Supplies,Supplies,Fiskars,11,5,"10,09"
CA-2017-109666,Panasonic-4727,Panasonic KP-380BK Classic Electric Pencil Sharpener,Office Supplies,Art,Panasonic,36,2,"10,09"
CA-2017-109666,Space-4728,Space Solutions HD Industrial Steel Shelving.,Office Supplies,Storage,Space Solutions,115,4,"10,09"
CA-2017-109722,Fellowes-4729,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,Office Supplies,Storage,Fellowes,65,9,"8,48"
CA-2017-109722,Samsung-4730,Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),Technology,Phones,Samsung,350,2,"8,48"
CA-2017-109743,Berol-4731,Berol Giant Pencil Sharpener,Office Supplies,Art,Berol,"17,08",3,"13,65"
CA-2017-109743,PayAnywhere-4732,PayAnywhere Card Reader,Technology,Phones,Other,10,8,"13,65"
CA-2017-109806,Xerox-4733,Xerox 1995,Office Supplies,Paper,Xerox,6,1,"14,86"
CA-2017-109806,Turquoise-4734,Turquoise Lead Holder with Pocket Clip,Office Supplies,Art,Other,"6,67",3,"14,86"
CA-2017-109806,Panasonic-4735,Panasonic Kx-TS550,Technology,Phones,Panasonic,"46,25",2,"14,86"
CA-2017-109820,Acco-4736,Acco 3-Hole Punch,Office Supplies,Binders,Acco,5,2,"20,65"
CA-2017-109820,Avery-4737,Avery Recycled Flexi-View Covers for Binding Systems,Office Supplies,Binders,Avery,"15,56",3,"20,65"
CA-2017-109820,Southworth-4738,Southworth 25% Cotton Granite Paper & Envelopes,Office Supplies,Paper,Southworth,"6,67",3,"20,65"
CA-2017-109827,KI-4739,KI Conference Tables,Furniture,Tables,KI,70,1,"14,71"
CA-2017-109827,Imation Clip-4740,Imation Clip USB flash drive - 8 GB,Technology,Accessories,Imation,"18,75",3,"14,71"
CA-2017-109827,Global-4741,"Global Stack Chair with Arms, Black",Furniture,Chairs,Global,30,2,"14,71"
CA-2017-109827,Hypercom-4742,Hypercom P1300 Pinpad,Technology,Accessories,Other,"63,13",2,"14,71"
CA-2017-109827,Panasonic-4743,Panasonic KX MC6040 Color Laser Multifunction Printer,Technology,Machines,Panasonic,450,2,"14,71"
CA-2017-109869,Eldon-4744,Eldon Wave Desk Accessories,Furniture,Furnishings,Eldon,6,5,"14,71"
CA-2017-109869,Poly-4745,Poly Designer Cover & Back,Office Supplies,Binders,Poly,"18,67",5,"14,71"
CA-2017-109869,Fellowes-4746,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",Office Supplies,Appliances,Fellowes,"48,75",2,"14,71"
CA-2017-109869,Premier-4747,Premier Electric Letter Opener,Office Supplies,Supplies,Premier,"115,63",2,"14,71"
CA-2017-109869,Bush-4748,Bush Advantage Collection Racetrack Conference Table,Furniture,Tables,Bush,"424,33",6,"14,71"
CA-2017-109911,Rogers-4749,Rogers Handheld Barrel Pencil Sharpener,Office Supplies,Art,Rogers,"2,75",4,"7,17"
CA-2017-109925,Eldon-4750,Eldon Portable Mobile Manager,Office Supplies,Storage,Eldon,"28,33",3,"6,71"
CA-2017-109953,Deflect-O-4751,Deflect-O Glasstique Clear Desk Accessories,Furniture,Furnishings,Deflect-o,"7,75",4,"10,99"
CA-2017-109953,Panasonic-4752,Panasonic Kx-TS550,Technology,Phones,Panasonic,"45,83",3,"10,99"
CA-2017-109953,Holmes-4753,Holmes 99% HEPA Air Purifier,Office Supplies,Appliances,Holmes,"21,71",7,"10,99"
CA-2017-110009,Ampad-4754,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",Office Supplies,Paper,Ampad,"4,43",7,7
CA-2017-110009,Howard-4755,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",Furniture,Furnishings,Howard Miller,43,1,7
CA-2017-110023,Cardinal-4756,Cardinal EasyOpen D-Ring Binders,Office Supplies,Binders,Cardinal,"9,38",2,"23,55"
CA-2017-110044,Polycom-4757,Polycom CX300 Desktop Phone USB VoIP phone,Technology,Phones,Polycom,150,3,"7,39"
CA-2017-110086,Polycom-4758,Polycom CX300 Desktop Phone USB VoIP phone,Technology,Phones,Polycom,150,2,"6,23"
CA-2017-110254,Avery-4759,Avery 476,Office Supplies,Labels,Avery,4,1,"10,25"
CA-2017-110254,Avery-4760,Avery 478,Office Supplies,Labels,Avery,5,2,"10,25"
CA-2017-110254,Acme-4761,"Acme 10"" Easy Grip Assistive Scissors",Office Supplies,Supplies,Acme,"17,5",2,"10,25"
CA-2017-110254,Advantus-4762,Advantus Panel Wall Certificate Holder - 8.5x11,Furniture,Furnishings,Advantus,"12,22",9,"10,25"
CA-2017-110366,Howard-4763,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Furniture,Furnishings,Howard Miller,"51,88",2,"6,23"
CA-2017-110492,Avery-4764,"Avery Durable Slant Ring Binders, No Labels",Office Supplies,Binders,Avery,4,4,"20,51"
CA-2017-110492,Tennsco-4765,Tennsco Double-Tier Lockers,Office Supplies,Storage,Tennsco,225,6,"20,51"
CA-2017-110499,Hewlett-4766,Hewlett Packard 610 Color Digital Copier / Printer,Technology,Copiers,Hewlett-Packard,500,3,"16,04"
CA-2017-110730,Acme-4767,Acme Design Stainless Steel Bent Scissors,Office Supplies,Supplies,Acme,7,2,"3,06"
CA-2017-110772,Avery-4768,Avery 512,Office Supplies,Labels,Avery,"2,81",8,"5,73"
CA-2017-110772,Advantus-4769,Advantus SlideClip Paper Clips,Office Supplies,Fasteners,Advantus,"3,39",7,"5,73"
CA-2017-110772,Bush-4770,"Bush Westfield Collection Bookcases, Medium Cherry Finish",Furniture,Bookcases,Bush,58,3,"5,73"
CA-2017-110772,Logitech-4771,Logitech Wireless Gaming Headset G930,Technology,Accessories,Logitech,160,2,"5,73"
CA-2017-110898,Commercial-4772,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",Office Supplies,Appliances,Other,"3,33",3,"13,2"
CA-2017-110898,Peel-4773,Peel & Stick Add-On Corner Pockets,Office Supplies,Binders,Other,"2,5",4,"13,2"
CA-2017-110898,Bevis-4774,Bevis Rectangular Conference Tables,Furniture,Tables,Bevis,146,2,"13,2"
CA-2017-110898,Eldon-4775,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,Furniture,Furnishings,Eldon,"79,5",5,"13,2"
CA-2017-110975,Bevis-4776,"Bevis Oval Conference Table, Walnut",Furniture,Tables,Bevis,"260,83",2,"10,09"
CA-2017-110975,Hon-4777,Hon 4070 Series Pagoda Round Back Stacking Chairs,Furniture,Chairs,Hon,"321,11",3,"10,09"
CA-2017-110982,Avery-4778,Avery Non-Stick Binders,Office Supplies,Binders,Avery,"4,58",6,"18,64"
CA-2017-110982,Acco-4779,Acco 6 Outlet Guardian Premium Surge Suppressor,Office Supplies,Appliances,Acco,"14,5",4,"18,64"
CA-2017-111010,Bagged-4780,Bagged Rubber Bands,Office Supplies,Fasteners,Other,"1,33",6,"12,19"
CA-2017-111115,OIC-4781,OIC Binder Clips,Office Supplies,Fasteners,Other,"3,5",6,"6,7"
CA-2017-111143,Acco-4782,Acco 6 Outlet Guardian Premium Plus Surge Suppressor,Office Supplies,Appliances,Acco,"18,33",3,"22,9"
CA-2017-111213,Avery-4783,Avery Non-Stick Binders,Office Supplies,Binders,Avery,5,1,"10,09"
CA-2017-111213,Staple-4784,Staple remover,Office Supplies,Supplies,Staple remover,8,8,"10,09"
CA-2017-111213,Hon-4785,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Furniture,Chairs,Hon,"243,89",6,"10,09"
CA-2017-111283,Newell-4786,Newell 34,Office Supplies,Art,Newell,"19,82",7,"14,31"
CA-2017-111318,Griffin-4787,Griffin GC17055 Auxiliary Audio Cable,Technology,Phones,Griffin,"17,97",8,"23,68"
CA-2017-111409,Avery-4788,Avery 480,Office Supplies,Labels,Avery,"3,75",1,"14,61"
CA-2017-111416,Avery-4789,Avery Arch Ring Binders,Office Supplies,Binders,Avery,58,5,"10,09"
CA-2017-111493,Logitech-4790,Logitech Desktop MK120 Mouse and keyboard Combo,Technology,Accessories,Logitech,"16,33",6,"24,87"
CA-2017-111605,Avery-4791,Avery 479,Office Supplies,Labels,Avery,3,1,"10,85"
CA-2017-111682,Prang-4792,Prang Dustless Chalk Sticks,Office Supplies,Art,Prang,2,1,"16,37"
CA-2017-111682,Array-4793,"Array Parchment Paper, Assorted Colors",Office Supplies,Paper,Array,"7,5",2,"16,37"
CA-2017-111682,Imation 8gb-4794,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,Technology,Accessories,Imation,15,2,"16,37"
CA-2017-111682,Xerox-4795,Xerox 232,Office Supplies,Paper,Xerox,"6,4",5,"16,37"
CA-2017-111682,Plastic-4796,Plastic Binding Combs,Office Supplies,Binders,Other,15,4,"16,37"
CA-2017-111682,Home/Office-4797,Home/Office Personal File Carts,Office Supplies,Storage,Other,"34,83",6,"16,37"
CA-2017-111682,Novimex-4798,Novimex Turbo Task Chair,Furniture,Chairs,Novimex,"70,89",5,"16,37"
CA-2017-111696,Xerox-4799,Xerox 1920,Office Supplies,Paper,Xerox,6,3,"18,39"
CA-2017-111794,Easy-staple-4800,Easy-staple paper,Office Supplies,Paper,Easy-staple paper,35,1,"46,02"
CA-2017-111794,Imation 16GB-4801,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,Technology,Accessories,Imation,"33,33",3,"46,02"
CA-2017-111913,Pressboard-4802,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Office Supplies,Binders,Pressboard,5,3,"7,86"
CA-2017-111913,Wilson-4803,Wilson Jones Leather-Like Binders with DublLock Round Rings,Office Supplies,Binders,Wilson Jones,"8,75",3,"7,86"
CA-2017-111913,Mitel-4804,Mitel 5320 IP Phone VoIP phone,Technology,Phones,Mitel,"188,75",2,"7,86"
CA-2017-111941,GBC-4805,GBC Premium Transparent Covers with Diagonal Lined Pattern,Office Supplies,Binders,GBC,"21,25",2,"0,94"
CA-2017-111976,Rubber-4806,Rubber Band Ball,Office Supplies,Fasteners,Other,"3,75",2,"7,98"
CA-2017-111976,AT&T-4807,AT&T 17929 Lendline Telephone,Technology,Phones,AT&T,"45,42",4,"7,98"
CA-2017-112025,GBC-4808,GBC VeloBind Cover Sets,Office Supplies,Binders,GBC,15,3,"11,99"
CA-2017-112060,Xerox-4809,Xerox 1915,Office Supplies,Paper,Xerox,105,1,"10,99"
CA-2017-112102,Xerox-4810,Xerox 1945,Office Supplies,Paper,Xerox,41,1,"7,88"
CA-2017-112102,Globe-4811,Globe Weis Peel & Seel First Class Envelopes,Office Supplies,Envelopes,Global,"12,8",5,"7,88"
CA-2017-112102,KI-4812,KI Adjustable-Height Table,Furniture,Tables,KI,86,4,"7,88"
CA-2017-112109,Wilson-4813,Wilson Jones Active Use Binders,Office Supplies,Binders,Wilson Jones,"7,5",4,"10,43"
CA-2017-112109,GBC-4814,GBC Twin Loop Wire Binding Elements,Office Supplies,Binders,GBC,"33,33",2,"10,43"
CA-2017-112109,Perma-4815,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",Office Supplies,Storage,Other,"5,89",7,"10,43"
CA-2017-112109,SAFCO-4816,SAFCO Arco Folding Chair,Furniture,Chairs,SAFCO,"276,25",3,"10,43"
CA-2017-112123,Xerox-4817,Xerox 194,Office Supplies,Paper,Xerox,"55,33",3,"14,31"
CA-2017-112123,GBC-4818,GBC ProClick Punch Binding System,Office Supplies,Binders,GBC,64,7,"14,31"
CA-2017-112123,Pyle-4819,Pyle PMP37LED,Technology,Phones,Pyle,96,5,"14,31"
CA-2017-112256,Newell-4820,Newell 339,Office Supplies,Art,Newell,"2,5",2,"11,74"
CA-2017-112256,Storex-4821,Storex Dura Pro Binders,Office Supplies,Binders,Storex,"6,25",4,"11,74"
CA-2017-112256,Xerox-4822,Xerox 231,Office Supplies,Paper,Xerox,"6,25",1,"11,74"
CA-2017-112256,Acme-4823,Acme Elite Stainless Steel Scissors,Office Supplies,Supplies,Acme,"8,13",2,"11,74"
CA-2017-112256,Boston-4824,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Office Supplies,Art,Boston,44,5,"11,74"
CA-2017-112277,Geemarc-4825,Geemarc AmpliPOWER60,Technology,Phones,Other,"92,86",7,"11,62"
CA-2017-112340,Rediform-4826,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Office Supplies,Paper,REDIFORM,"7,67",3,"10,05"
CA-2017-112382,I-4827,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Technology,Phones,Other,"11,88",2,"11,99"
CA-2017-112389,Commercial-4828,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",Office Supplies,Appliances,Other,4,3,"7,85"
CA-2017-112389,Rogers-4829,"Rogers Jumbo File, Granite",Office Supplies,Storage,Rogers,"13,67",3,"7,85"
CA-2017-112578,Project-4830,Project Tote Personal File,Office Supplies,Storage,Other,14,1,"9,52"
CA-2017-112578,Fiskars-4831,Fiskars Spring-Action Scissors,Office Supplies,Supplies,Fiskars,14,2,"9,52"
CA-2017-112585,Hoover-4832,Hoover Shoulder Vac Commercial Portable Vacuum,Office Supplies,Appliances,Hoover,358,2,"16,04"
CA-2017-112669,Fellowes-4833,"Fellowes Personal Hanging Folder Files, Navy",Office Supplies,Storage,Fellowes,"13,44",4,"52,18"
CA-2017-112669,Hon-4834,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Furniture,Chairs,Hon,"291,88",4,"52,18"
CA-2017-112676,Xerox-4835,Xerox 1965,Office Supplies,Paper,Xerox,"5,83",3,"15,05"
CA-2017-112697,Acco-4836,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",Office Supplies,Appliances,Acco,"121,88",2,"2,61"
CA-2017-112697,GBC-4837,GBC VeloBinder Electric Binding Machine,Office Supplies,Binders,GBC,"120,95",7,"2,61"
CA-2017-112697,Premier-4838,Premier Automatic Letter Opener,Office Supplies,Supplies,Other,"240,25",5,"2,61"
CA-2017-112739,Acco-4839,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",Office Supplies,Binders,Acco,"5,63",8,"9,96"
CA-2017-112739,Logitech MX-4840,Logitech MX Performance Wireless Mouse,Technology,Accessories,Logitech,40,5,"9,96"
CA-2017-112830,Deflect-o-4841,"Deflect-o EconoMat Nonstudded, No Bevel Mat",Furniture,Furnishings,Deflect-o,"51,88",2,"9,32"
CA-2017-112830,Electrix-4842,Electrix Halogen Magnifier Lamp,Furniture,Furnishings,Electrix,"194,17",3,"9,32"
CA-2017-112893,VariCap6-4843,VariCap6 Expandable Binder,Office Supplies,Binders,Other,"17,19",4,"5,36"
CA-2017-112942,Tops-4844,Tops Green Bar Computer Printout Paper,Office Supplies,Paper,Other,49,3,"14,86"
CA-2017-113061,Eldon-4845,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,Furniture,Furnishings,Eldon,"43,5",2,"11,88"
CA-2017-113082,DAX-4846,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Furniture,Furnishings,DAX,20,2,"8,87"
CA-2017-113096,Tenex-4847,"Tenex File Box, Personal Filing Tote with Lid, Black",Office Supplies,Storage,Tenex,"15,67",3,"16,04"
CA-2017-113117,Xerox-4848,Xerox 1931,Office Supplies,Paper,Xerox,"6,4",5,"13,68"
CA-2017-113138,Newell-4849,Newell 340,Office Supplies,Art,Newell,"2,83",6,"8,45"
CA-2017-113138,GBC-4850,GBC Plastic Binding Combs,Office Supplies,Binders,GBC,"7,5",3,"8,45"
CA-2017-113236,Imation 32GB-4851,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,Technology,Accessories,Imation,30,2,"0,38"
CA-2017-113236,Advantus-4852,Advantus Rolling Drawer Organizers,Office Supplies,Storage,Advantus,"38,54",6,"0,38"
CA-2017-113243,Avery-4853,Avery 473,Office Supplies,Labels,Avery,"10,5",2,"14,86"
CA-2017-113243,Xerox-4854,Xerox 226,Office Supplies,Paper,Xerox,"6,4",5,"14,86"
CA-2017-113243,Bretford-4855,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,Furniture,Tables,Bretford,"417,5",4,"14,86"
CA-2017-113292,Hoover-4856,Hoover WindTunnel Plus Canister Vacuum,Office Supplies,Appliances,Hoover,"363,33",3,"9,62"
CA-2017-113341,Padded-4857,"Padded Folding Chairs, Black, 4/Carton",Furniture,Chairs,Other,"80,83",3,"14,86"
CA-2017-113390,Avery-4858,Avery Fluorescent Highlighter Four-Color Set,Office Supplies,Art,Avery,"3,13",2,"13,2"
CA-2017-113390,Newell-4859,Newell 309,Office Supplies,Art,Newell,"11,67",3,"13,2"
CA-2017-113425,Hon-4860,"Hon Metal Bookcases, Putty",Furniture,Bookcases,Hon,"71,25",2,"46,14"
CA-2017-113516,Square-4861,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",Office Supplies,Binders,Other,"20,63",2,"7,18"
CA-2017-113516,Premium-4862,Premium Transparent Presentation Covers by GBC,Office Supplies,Binders,Other,"20,94",4,"7,18"
CA-2017-113551,GBC-4863,GBC Wire Binding Combs,Office Supplies,Binders,GBC,10,1,"18,9"
CA-2017-113551,Advantus-4864,Advantus Motivational Note Cards,Office Supplies,Paper,Advantus,"13,13",8,"18,9"
CA-2017-113600,Avery-4865,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",Office Supplies,Binders,Avery,"2,22",3,"8,32"
CA-2017-113607,Xerox-4866,Xerox 1908,Office Supplies,Paper,Xerox,56,2,"10,09"
CA-2017-113607,Motorola-4867,Motorola L703CM,Technology,Phones,Motorola,156,7,"10,09"
CA-2017-113621,Harbour-4868,Harbour Creations Steel Folding Chair,Furniture,Chairs,Other,"86,5",2,"10,15"
CA-2017-113621,JBL-4869,JBL Micro Wireless Portable Bluetooth Speaker,Technology,Phones,Other,60,3,"10,15"
CA-2017-113656,DAX-4870,"DAX Cubicle Frames, 8-1/2 x 11",Furniture,Furnishings,DAX,"8,57",7,"14,86"
CA-2017-113726,Howard-4871,Howard Miller Distant Time Traveler Alarm Clock,Furniture,Furnishings,Howard Miller,"27,33",3,7
CA-2017-113733,Imation 30456-4872,Imation 30456 USB Flash Drive 8GB,Technology,Accessories,Imation,"7,08",3,"12,76"
CA-2017-113733,Maxell-4873,Maxell 4.7GB DVD-R,Technology,Accessories,Maxell,"28,33",3,"12,76"
CA-2017-113733,Cisco-4874,Cisco SPA301,Technology,Phones,Cisco,"156,25",2,"12,76"
CA-2017-113747,Boston-4875,"Boston School Pro Electric Pencil Sharpener, 1670",Office Supplies,Art,Boston,31,6,"13,85"
CA-2017-113803,Ink-4876,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",Office Supplies,Paper,Other,22,1,"16,29"
CA-2017-113817,Wilson-4877,Wilson Jones International Size A4 Ring Binders,Office Supplies,Binders,Wilson Jones,"17,5",2,7
CA-2017-113831,Avery-4878,Avery 473,Office Supplies,Labels,Avery,"10,33",6,"7,88"
CA-2017-113831,Plantronics-4879,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,Technology,Accessories,Plantronics,330,6,"7,88"
CA-2017-113831,Hon-4880,Hon Rectangular Conference Tables,Furniture,Tables,Hon,"227,6",10,"7,88"
CA-2017-113845,Akro-Mils-4881,Akro-Mils 12-Gallon Tote,Office Supplies,Storage,Akro,10,5,"8,07"
CA-2017-113845,Grandstream-4882,Grandstream GXP2100 Mainstream Business Phone,Technology,Phones,Grandstream,"76,56",4,"8,07"
CA-2017-113845,O'Sullivan-4883,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,Furniture,Bookcases,O'Sullivan,"181,25",2,"8,07"
CA-2017-113978,Eldon-4884,Eldon Gobal File Keepers,Office Supplies,Storage,Eldon,15,2,"10,45"
CA-2017-113978,Hoover-4885,Hoover Shoulder Vac Commercial Portable Vacuum,Office Supplies,Appliances,Hoover,"357,5",1,"10,45"
CA-2017-113978,SAFCO-4886,"SAFCO Commercial Wire Shelving, Black",Office Supplies,Storage,SAFCO,"138,33",3,"10,45"
CA-2017-114104,Avery-4887,Avery 519,Office Supplies,Labels,Avery,"7,5",2,"13,11"
CA-2017-114104,Avaya-4888,Avaya 5420 Digital phone,Technology,Phones,Avaya,135,7,"13,11"
CA-2017-114209,Pressboard-4889,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Office Supplies,Binders,Pressboard,5,2,"6,99"
CA-2017-114209,Southworth-4890,Southworth 100% Cotton The Best Paper,Office Supplies,Paper,Southworth,"11,53",9,"6,99"
CA-2017-114307,Wilson-4891,Wilson Jones Easy Flow II Sheet Lifters,Office Supplies,Binders,Wilson Jones,"1,67",3,"13,31"
CA-2017-114307,Eldon-4892,"Eldon Stackable Tray, Side-Load, Legal, Smoke",Furniture,Furnishings,Eldon,9,3,"13,31"
